SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,0,1.0,0,0,1,1,1,0,0,0,0,0.2373134328358209,0.3396261250865451,1,0,0,0,1,0,0,0
0,1,1,0.23943661971830985,1,0,0,0,1,1,0,0,1,0.3597014925373134,0.10827371336256636,0,0,0,1,0,1,0,0
0,0,0,0.11267605633802817,1,1,0,0,0,0,1,1,0,0.7577114427860697,0.0967516732056312,0,1,0,0,0,0,1,0
0,0,0,0.02816901408450704,1,0,0,1,0,1,1,1,1,0.5676616915422885,0.025998153704131086,0,0,0,0,0,0,1,0
0,1,0,0.647887323943662,1,1,0,1,0,0,0,0,1,0.6034825870646766,0.41905723517193627,1,1,0,1,0,0,1,0
0,0,0,0.4225352112676057,1,0,0,1,1,1,1,1,0,0.6064676616915423,0.28599123009462263,0,0,0,0,1,0,0,1
0,1,1,0.6901408450704226,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.10525040387722133,0,0,1,0,1,0,0,0
0,0,0,0.1267605633802817,1,0,1,0,1,0,0,0,1,0.6129353233830845,0.10022501730902378,1,1,0,0,0,0,0,1
0,0,0,0.0,1,0,0,0,0,1,0,0,0,0.30646766169154227,0.0034906531271636275,1,0,0,0,0,0,0,1
0,1,1,0.7183098591549296,1,0,0,0,0,0,0,0,1,0.021393034825870627,0.12368451419339951,0,0,1,1,0,0,1,0
1,1,1,0.8873239436619719,1,1,1,0,1,1,1,1,1,0.9288557213930347,0.8170090006923609,1,1,0,0,1,0,0,0
0,1,1,0.8591549295774649,1,1,0,0,0,0,0,0,1,0.05970149253731341,0.16222017078236786,1,0,1,0,1,0,0,0
0,0,1,0.02816901408450704,1,0,1,0,0,1,0,1,1,0.46019900497512434,0.018301407800600047,0,0,0,0,0,0,0,0
1,0,0,0.7746478873239437,1,1,1,1,1,0,1,1,0,0.917910447761194,0.7062889453034848,0,1,0,1,0,0,1,0
0,0,0,0.6338028169014085,1,0,0,0,0,0,0,1,0,0.37213930348258706,0.30810639279944607,0,0,0,1,0,1,0,0
0,1,1,0.09859154929577466,1,0,1,1,0,0,0,0,0,0.3621890547263681,0.05347911377798293,0,0,0,0,0,0,0,1
1,0,0,0.4084507042253521,1,0,1,1,0,0,1,1,1,0.5621890547263682,0.24146088160627743,1,0,0,0,0,0,1,0
0,1,1,0.619718309859155,1,1,0,0,0,0,0,0,1,0.07611940298507458,0.13821832448649896,0,0,1,1,0,1,0,0
0,0,1,0.0,1,0,0,0,0,0,1,0,1,0.607960199004975,0.006987075928917609,0,1,0,0,0,0,1,0
0,1,1,0.14084507042253522,0,0,1,0,0,0,1,1,0,0.32139303482587056,0.06306831294714979,0,0,0,0,0,0,1,0
0,1,0,0.08450704225352114,1,0,0,0,1,0,0,0,1,0.5661691542288557,0.055169628432956384,0,1,0,0,0,0,0,0
0,0,0,0.5774647887323944,1,0,0,1,1,1,1,1,1,0.8512437810945274,0.4971959381490884,0,1,0,0,0,0,0,0
0,1,0,0.676056338028169,1,0,0,0,0,0,0,0,1,0.018905472636815884,0.11014885760443112,0,0,1,0,1,0,0,0
0,0,0,0.11267605633802817,1,1,0,1,0,0,1,1,1,0.8064676616915423,0.10384837295176552,1,1,0,0,0,1,0,0
0,1,0,0.47887323943661975,1,0,1,0,0,0,1,0,1,0.43681592039800987,0.2534791137779829,0,0,0,1,0,0,0,0
0,1,1,0.6619718309859155,1,0,0,0,0,0,0,0,0,0.023880597014925342,0.11980152319409186,0,0,1,0,1,0,0,0
0,1,1,0.6338028169014085,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.1048119086083545,0,0,1,0,1,0,0,1
0,1,0,0.3943661971830986,0,0,0,0,0,0,1,0,0,0.154228855721393,0.11429148396030464,1,0,0,0,0,0,0,1
0,1,1,0.4084507042253521,1,0,0,1,1,0,0,0,0,0.6348258706467661,0.29441495499653814,1,1,0,0,0,0,0,0
1,0,0,0.0,1,0,0,0,0,1,0,0,0,0.5616915422885572,0.006450496192014771,1,1,0,0,0,0,1,0
0,1,1,0.9154929577464789,1,1,1,0,1,1,1,1,1,0.654228855721393,0.6572178629125317,1,0,0,0,1,0,0,1
0,0,0,0.9014084507042254,1,1,1,1,1,0,1,1,1,0.9233830845771144,0.8179321486268175,0,1,0,0,0,1,0,0
0,0,0,1.0,1,1,0,1,1,0,1,1,1,0.8223880597014926,0.8585564274174937,1,1,0,0,1,0,0,0
0,0,0,0.15492957746478872,1,1,1,0,0,0,0,0,1,0.6039800995024875,0.10484075698130627,0,1,0,0,0,0,1,0
0,1,1,0.9859154929577465,1,1,1,1,0,1,0,0,1,0.4835820895522387,0.545799676898223,1,0,0,1,0,1,0,0
0,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.027860696517412936,0.010968151396261252,1,0,1,0,0,0,0,1
0,0,0,0.7183098591549296,1,0,0,0,0,0,0,0,0,0.027363184079601977,0.12559427648280638,1,0,1,0,1,0,0,0
1,1,0,0.33802816901408456,1,0,0,1,1,0,1,1,1,0.7985074626865671,0.2879875375028848,0,1,0,0,0,0,1,0
0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.019402985074626844,0.0001615508885298867,1,0,1,0,0,0,0,1
0,1,1,0.0,1,0,0,0,0,0,0,0,0,0.011940298507462671,7.500576967459007e-05,0,0,1,0,0,0,1,0
0,0,0,0.5211267605633804,1,1,0,0,1,1,1,0,0,0.763681592039801,0.41389337641357027,1,1,0,1,0,0,0,0
1,1,0,0.9154929577464789,0,0,0,1,1,0,1,0,0,0.2716417910447761,0.3471555504269559,0,0,0,1,0,0,0,0
0,1,0,0.943661971830986,1,1,0,1,1,1,1,1,1,0.9129353233830845,0.8761885529656128,1,1,0,0,1,0,0,0
0,0,0,0.056338028169014086,0,0,0,0,0,0,0,0,0,0.06019900497512437,0.009393030233094853,1,0,0,0,0,0,0,1
0,1,1,1.0,1,1,1,1,0,0,1,1,1,0.854726368159204,0.840555042695592,0,1,0,1,0,0,1,0
0,0,0,0.4366197183098592,0,0,1,0,0,0,0,0,0,0.11840796019900496,0.10487537502884837,0,0,0,1,0,0,0,1
0,0,0,0.5915492957746479,1,1,0,0,0,0,1,1,0,0.7572139303482587,0.4503231017770598,1,1,0,1,0,0,0,1
0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.011442786069651711,0.15514078006000462,1,0,1,0,1,1,0,0
0,1,0,0.7605633802816901,1,1,1,1,0,0,1,0,1,0.7810945273631841,0.6023655665820448,1,1,0,0,0,0,1,0
0,0,0,0.7183098591549296,1,0,1,0,1,1,0,0,0,0.3950248756218906,0.34888645280406183,0,0,0,1,0,1,0,0
0,0,0,0.5915492957746479,1,0,0,1,1,0,1,0,1,0.7303482587064677,0.45410800830833137,0,1,0,0,0,0,1,0
1,1,0,0.5070422535211268,1,1,0,0,0,0,0,0,1,0.5796019900497512,0.3287964458804523,0,1,0,0,0,0,1,0
0,1,1,0.8873239436619719,0,0,0,1,0,1,1,1,1,0.36169154228855727,0.3928802215555043,0,0,0,0,1,0,1,0
0,1,1,0.02816901408450704,1,0,1,1,0,0,1,0,0,0.7124378109452736,0.026494345718901455,1,1,0,0,0,0,1,0
0,0,0,0.49295774647887325,0,0,1,0,0,0,0,0,0,0.127363184079602,0.12780406185091162,0,0,0,0,1,0,0,0
0,1,1,0.1267605633802817,1,1,1,0,0,0,1,1,1,0.8159203980099502,0.12068428340641589,0,1,0,0,0,0,1,0
0,0,0,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.023880597014925342,0.09420147703669514,0,0,1,0,1,0,0,1
0,1,1,0.36619718309859156,1,1,0,1,0,1,0,0,1,0.6661691542288557,0.24611123932610202,1,1,0,0,0,1,0,0
0,1,1,0.7746478873239437,1,1,0,0,1,0,1,1,1,0.8114427860696517,0.6342776367412878,0,1,0,1,0,1,0,0
0,0,0,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.024378109452736302,0.010841218555273483,0,0,1,0,0,0,0,1
0,0,0,0.02816901408450704,1,1,0,0,0,0,0,0,1,0.5587064676616916,0.024319178398338335,1,1,0,0,0,0,1,0
0,1,1,0.08450704225352114,1,0,1,0,0,0,0,0,0,0.32288557213930347,0.03825871220863144,0,0,0,0,0,0,0,1
0,1,1,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.025870646766169153,0.005088852988691437,0,0,1,0,0,0,0,1
0,0,0,0.4507042253521127,1,0,1,0,0,1,1,0,1,0.7034825870646766,0.34720170782367876,1,1,0,0,1,0,1,0
1,0,0,0.36619718309859156,1,1,0,0,1,0,0,0,1,0.5950248756218905,0.24425340410800833,0,1,0,0,0,0,1,0
0,1,0,1.0,1,1,0,0,0,0,0,0,1,0.0527363184079602,0.1967632125548119,1,0,1,0,1,0,0,0
0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.014925373134328346,0.0001096238172167089,1,0,1,0,0,0,0,1
1,0,0,0.9859154929577465,0,0,1,1,0,0,1,1,1,0.3800995024875622,0.4577140549273021,1,0,0,1,0,0,1,0
0,0,0,0.16901408450704225,1,1,0,0,0,0,0,1,1,0.6736318407960199,0.13810870066928227,0,1,0,0,0,0,1,0
0,1,1,0.33802816901408456,0,0,1,1,1,0,1,1,1,0.4014925373134328,0.1712266328179091,0,0,0,0,0,1,0,0
0,0,0,0.9295774647887325,1,0,0,0,0,1,0,0,0,0.32139303482587056,0.3740249249942303,1,0,0,0,1,0,0,0
0,0,0,0.0,0,0,0,0,0,0,0,1,1,0.17114427860696518,0.0019213016385875841,1,0,0,0,0,0,1,0
0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.25970149253731345,0.007206323563351027,1,0,0,0,0,0,1,0
0,0,0,0.5915492957746479,1,1,0,0,0,0,0,0,1,0.07412935323383085,0.13494114931917842,0,0,1,0,1,1,0,0
0,0,0,0.3098591549295775,1,0,1,0,0,0,0,0,1,0.5646766169154228,0.20305792753288715,0,1,0,0,0,0,0,0
0,1,1,0.8873239436619719,1,0,0,0,0,0,0,0,0,0.019402985074626844,0.14527463651050082,0,0,1,0,1,0,0,1
0,0,1,0.7887323943661972,1,0,0,0,0,0,0,0,1,0.013432835820895522,0.13290445418878374,1,0,1,0,1,0,0,1
1,1,0,0.0,1,0,0,0,0,0,0,0,1,0.5194029850746269,0.005960073851834756,0,1,0,0,0,0,0,1
1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.6945273631840796,0.7393087929840757,0,0,0,0,1,1,0,0
0,0,0,0.09859154929577466,1,1,1,0,0,1,0,1,0,0.5263681592039802,0.06287214401107778,0,0,0,0,0,0,1,0
0,1,0,0.8450704225352113,1,1,0,1,0,0,1,1,1,0.8238805970149253,0.6868739903069467,0,1,0,0,1,0,0,0
0,0,0,0.8873239436619719,1,1,1,1,0,0,0,0,1,0.6572139303482587,0.608152550196169,1,1,0,1,0,1,0,0
1,1,0,0.9859154929577465,1,1,0,0,0,0,0,0,0,0.056716417910447736,0.20048465266558968,1,0,1,0,1,0,0,0
0,1,1,0.9014084507042254,1,1,1,1,0,1,1,0,1,0.8039800995024875,0.7382760212324024,0,1,0,0,1,1,0,0
0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.004909993076390492,1,0,1,1,0,0,0,1
0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.27263681592039796,0.0030983152550196165,1,0,0,0,0,0,1,0
0,0,1,0.4084507042253521,1,0,0,1,1,0,1,0,0,0.46019900497512434,0.22053427186706673,1,0,0,1,0,1,0,0
0,1,1,0.19718309859154928,1,0,0,1,1,1,0,1,1,0.5099502487562189,0.12146318947611356,1,0,0,0,0,0,0,1
0,1,1,0.09859154929577466,1,0,0,0,0,1,1,1,1,0.5004975124378109,0.06295291945534273,0,0,0,0,0,0,1,0
0,0,0,0.08450704225352114,1,1,0,0,0,0,1,1,0,0.763681592039801,0.07347103623355643,1,1,0,0,0,0,0,1
0,1,1,0.971830985915493,1,1,1,1,1,0,1,1,1,0.8945273631840797,0.9129644588045235,0,1,0,1,0,1,0,0
0,1,1,0.8591549295774649,1,0,1,1,1,1,1,1,0,0.6751243781094527,0.5996365105008078,1,0,0,0,1,0,1,0
0,1,1,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.01092776367412878,0,0,1,0,0,0,0,1
0,1,1,0.18309859154929578,1,0,0,0,0,0,0,1,1,0.6233830845771144,0.1308562197092084,0,1,0,0,0,0,0,0
0,0,0,0.295774647887324,1,1,0,0,0,0,1,0,1,0.6557213930348259,0.208071774751904,0,1,0,0,0,0,0,0
0,1,1,0.295774647887324,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.0462843295638126,1,0,1,1,0,0,0,1
0,1,1,0.2112676056338028,1,0,1,0,1,0,1,0,0,0.4577114427860697,0.11599353796445881,1,0,0,0,1,0,0,1
0,0,0,0.1267605633802817,1,1,0,0,0,0,0,0,0,0.07412935323383085,0.02686360489268405,1,0,1,0,1,0,0,0
0,0,1,0.16901408450704225,1,0,1,1,0,0,0,0,1,0.3756218905472637,0.08605469651511655,0,0,0,0,0,0,1,0
0,1,0,0.26760563380281693,1,1,1,0,0,0,0,0,0,0.6383084577114428,0.18157742903300253,0,1,0,0,0,0,1,0
0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.5119402985074627,0.013431802446342025,0,1,0,0,0,0,1,0
0,0,0,0.7323943661971831,1,1,0,1,1,1,0,1,1,0.5537313432835821,0.4545868912993307,1,0,0,0,1,0,0,0
0,1,1,0.14084507042253522,1,0,0,0,0,0,0,0,0,0.023383084577114438,0.024821140087699055,0,0,1,1,0,0,0,1
0,1,0,0.9577464788732395,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.15516385875836605,1,0,1,0,1,0,0,1
0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.5238805970149254,0.029333025617355183,0,1,0,0,0,0,0,0
0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.7044776119402985,0.7195534271867067,1,0,0,0,1,0,0,0
1,1,0,0.8028169014084507,0,0,0,1,1,0,0,1,1,0.2691542288557213,0.30376182783291017,1,0,0,0,0,0,1,0
0,1,1,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.03491807062081699,0,0,1,0,0,0,1,0
0,1,0,0.5915492957746479,1,0,1,0,1,1,0,0,1,0.6567164179104478,0.4062370182321717,1,1,0,1,0,0,0,0
0,1,0,0.014084507042253521,1,1,0,0,1,1,1,1,1,0.8572139303482588,0.025848142164781908,0,1,0,0,0,0,1,0
0,1,0,0.18309859154929578,1,0,0,1,1,1,1,1,0,0.6338308457711442,0.13419686129702285,1,0,0,0,1,0,0,1
0,1,0,0.7323943661971831,1,0,0,0,1,0,1,1,1,0.7621890547263681,0.574821140087699,0,1,0,1,0,0,0,0
0,0,0,0.4366197183098592,1,0,0,0,0,0,0,0,0,0.02288557213930348,0.07336141241633971,0,0,1,1,0,0,0,0
0,1,0,0.46478873239436624,1,1,0,0,0,0,0,0,0,0.06417910447761191,0.08786060466189707,0,0,1,0,0,0,1,0
1,0,0,0.19718309859154928,1,1,0,0,0,0,0,0,1,0.5592039800995025,0.13003692591737828,0,1,0,0,0,0,0,1
1,0,0,0.08450704225352114,1,0,1,0,0,0,0,0,0,0.5791044776119403,0.05594276482806371,0,1,0,0,0,0,0,0
0,1,1,0.19718309859154928,1,1,0,1,1,0,1,1,1,0.8666666666666666,0.1777579044541888,0,1,0,0,0,0,0,0
0,1,0,0.8450704225352113,1,0,0,0,0,0,0,0,1,0.02288557213930348,0.14230325409646896,1,0,1,1,0,1,0,0
0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.11641791044776117,0.0012866374336487421,0,0,0,0,0,0,0,0
0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2691542288557213,0.0030579275328871443,0,0,0,0,0,0,0,1
0,0,0,0.09859154929577466,1,1,0,0,0,0,0,1,0,0.6592039800995024,0.07429609969997693,1,1,0,0,0,0,0,0
0,1,1,0.4507042253521127,1,0,1,0,1,0,1,1,0,0.5621890547263682,0.2809254558042926,1,0,0,1,0,1,0,0
0,0,0,0.16901408450704225,1,0,0,1,1,0,0,0,1,0.6069651741293532,0.1261077775213478,0,1,0,0,0,0,1,0
0,1,0,0.0,0,0,0,0,0,0,0,0,1,0.06517412935323383,0.0006923609508423722,0,0,0,0,0,0,1,0
0,0,0,0.26760563380281693,1,0,0,1,0,0,0,0,1,0.3338308457711442,0.11597622894068775,1,0,0,0,0,0,0,1
0,0,0,0.02816901408450704,0,0,0,0,0,1,0,0,0,0.12089552238805967,0.007310177705977384,1,0,0,0,0,0,1,0
0,0,0,0.16901408450704225,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.026078929148396032,0,0,1,1,0,0,1,0
0,1,0,0.5492957746478874,1,1,0,1,0,0,0,0,0,0.381592039800995,0.2723632587122086,0,0,0,0,0,1,0,0
0,1,1,0.5915492957746479,1,1,1,0,0,1,0,1,1,0.5338308457711444,0.36401453957996766,1,0,0,1,0,1,0,0
0,1,0,0.07042253521126761,1,0,0,1,1,0,0,1,1,0.7238805970149254,0.0591045465035772,1,1,0,0,0,0,1,0
0,1,1,0.9577464788732395,1,0,0,0,0,0,0,0,0,0.014925373134328346,0.15654281098546044,0,0,1,0,1,0,0,0
0,1,1,1.0,1,1,1,1,1,0,1,1,0,0.9099502487562189,0.9358989153011771,0,1,0,0,1,1,0,0
0,1,1,0.8169014084507042,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.13546042003231018,1,0,1,0,1,1,0,0
0,1,0,0.26760563380281693,1,0,1,1,0,1,1,0,1,0.7791044776119402,0.21726863604892685,0,1,0,0,0,0,1,0
0,1,1,0.323943661971831,1,1,0,0,0,0,0,0,1,0.05820895522388059,0.0656127394414955,1,0,1,0,1,0,0,0
0,0,0,0.8169014084507042,1,1,0,1,1,1,1,1,1,0.92636815920398,0.7501673205631203,1,1,0,0,0,0,1,0
0,1,1,1.0,1,1,0,1,1,1,1,1,1,0.9353233830845772,0.925784675744288,1,1,0,0,1,0,0,0
0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.02487562189054726,0.00022501730902377065,1,0,1,0,0,0,0,1
0,1,0,0.36619718309859156,1,0,1,0,0,1,1,1,1,0.8323383084577115,0.3072178629125317,0,1,0,1,0,1,0,0
0,0,0,0.18309859154929578,1,0,0,1,0,1,0,0,1,0.6149253731343283,0.1261827832910224,0,1,0,0,0,1,0,0
0,1,1,0.9859154929577465,1,1,1,0,1,0,1,1,0,0.8686567164179103,0.8523771059312255,1,1,0,0,1,0,1,0
0,0,1,0.16901408450704225,1,0,0,0,0,0,1,0,1,0.5975124378109452,0.11714170320793908,1,1,0,0,0,1,0,0
0,0,0,0.6056338028169015,1,0,0,0,0,0,0,0,0,0.5034825870646765,0.33927417493653356,1,1,0,0,0,1,0,0
